unit_id,cluster_id
1053056983,5
1053056947,1
1053057041,5
1053056954,2
1053056953,5
1053056988,1
1053057049,4
1053057037,2
1053057036,1
1053056980,4
1053056976,2
1053056962,2
1053056961,4
1053056960,2
1053056959,5
1053056952,4
1053056937,5
1053056936,5
1053056948,1
1053057038,3
1053056999,3
1053056930,4
1053056934,2
1053056931,2
1053057010,2
1053057009,2
1053056944,5
1053057053,4
1053056990,1
1053056972,5
1053056968,3
1053056940,1
1053057246,1
1053057319,2
1053057270,2
1053057300,2
1053057353,2
1053057305,2
1053057294,1
1053057229,2
1053057352,2
1053057276,2
1053057359,2
1053057358,2
1053057274,2
1053057349,1
1053057232,2
1053057348,2
1053057244,2
1053057240,4
1053057259,2
1053057351,2
1053057257,2
1053057234,2
1053057346,5
1053057361,2
1053057290,2
1053057356,3
1053057370,1
1053057350,1
1053057269,2
1053057263,2
1053057262,5
1053057261,1
1053057260,2
1053057293,2
1053057292,1
1053057268,2
1053057267,5
1053057266,5
1053057344,2
1053057245,1
1053057357,2
1053057286,1
1053057314,2
1053057318,4
1053057296,1
1053057295,1
1053057378,5
1053057253,1
1053057251,1
1053057610,1
1053057616,5
1053057615,4
1053057614,1
1053057611,1
1053057637,5
1053057604,2
1053057621,1
1053057586,1
1053057622,1
1053057589,5
1053057636,1
1053057674,4
1053057673,4
1053057628,5
1053057601,1
1053057600,2
1053057625,5
1053057623,1
1053057638,1
1053057620,2
1053057617,1
1053057597,1
1053057596,1
1053057612,1
1053057607,1
1053057606,2
1053057585,5
1053057583,1
1053057613,4
1053057632,1
1053057631,1
1053057630,2
1053057582,1
1053057592,2
1053057949,4
1053057995,5
1053057983,5
1053058003,3
1053057994,3
1053057993,5
1053057991,2
1053057997,1
1053057965,2
1053057944,4
1053057990,5
1053057981,5
1053057980,1
1053058011,1
1053058010,2
1053058041,4
1053057978,3
1053057977,2
1053057939,4
1053057952,1
1053057999,1
1053057974,5
1053057972,5
1053058001,5
1053057971,5
1053057966,5
1053058013,3
1053057935,3
1053057987,1
1053057984,1
1053058015,2
1053057956,2
1053057955,4
1053057996,2
1053057970,1
1053057969,4
1053058021,2
1053057968,1
1053057967,1
1053058049,5
1053057979,2
1053057951,2
1053057950,4
1053058227,4
1053058279,4
1053058276,2
1053058246,4
1053058303,2
1053058299,1
1053058361,3
1053058268,1
1053058259,4
1053058258,3
1053058289,1
1053058288,1
1053058294,1
1053058286,1
1053058284,5
1053058308,2
1053058306,1
1053058262,5
1053058261,4
1053058257,4
1053058247,1
1053058271,1
1053058281,1
1053058235,2
1053058311,1
1053058296,1
1053058295,1
1053058277,3
1053058275,5
1053058274,1
1053058272,1
1053058265,1
1053058240,4
1053058273,1
1053058376,2
1053058232,3
1053058359,4
1053058244,4
1053058243,1
1053058364,1
1053058256,1
1053058254,2
1053058253,3
1053058242,2
1053058363,3
1158576044,5
1158576039,5
1158576112,4
1158576111,2
1158576110,5
1158576109,4
1158576140,1
1158576064,4
1158576063,1
1158576062,1
1158576045,2
1158576093,2
1158576084,4
1158576053,2
1158576052,2
1158576082,2
1158576124,1
1158576118,1
1158576123,3
1158576190,3
1158576189,2
1158576094,4
1158576074,5
1158576071,2
1158576092,2
1158576069,2
1158576127,2
1158576126,4
1158576212,4
1158576184,3
1158576080,3
1158576079,2
1158576056,1
1158576183,4
1158576065,4
1158576132,2
1158576068,4
1158576116,2
1158576066,1
1158576091,1
1158576081,2
1158576186,3
1158576090,2
1158576089,5
1158576087,2
1158576120,3
1158576106,1
1158576105,1
1158576103,2
1158576100,4
1158576049,5
1158576465,2
1158576464,1
1158576391,3
1158576402,2
1158576504,2
1158576468,4
1158576421,2
1158576420,5
1158576419,3
1158576409,1
1158576462,2
1158576425,4
1158576424,2
1158576412,1
1158576433,2
1158576384,4
1158576427,2
1158576417,1
1158576428,1
1158576383,2
1158576422,1
1158576397,1
1158576407,4
1158576497,2
1158576429,3
1158576416,1
1158576415,4
1158576414,5
1158576413,2
1158576400,1
1158576431,1
1158576436,2
1158576440,5
1158576439,4
1158576438,5
1158576505,1
1158576471,2
1158576393,5
1158577109,2
1158576944,2
1158576943,5
1158576939,5
1158576990,2
1158576980,1
1158576979,5
1158577108,3
1158576924,2
1158576923,1
1158577130,2
1158577008,4
1158576973,2
1158577018,2
1158577017,2
1158577114,5
1158577045,2
1158576938,5
1158576949,3
1158576948,2
1158576947,2
1158577015,2
1158577125,3
1158576908,2
1158576992,3
1158576989,2
1158576969,1
1158576941,5
1158576926,1
1158576925,1
1158577112,2
1158576994,2
1158576993,2
1158577116,3
1158577003,2
1158577001,2
1158576920,2
1158576928,2
1158576945,4
1158577032,3
1158577031,2
1158576898,2
1158576897,4
1158577104,1
1158576899,4
1158577039,5
1158577026,2
1158576950,3
1158577037,3
1158576966,4
1158576965,2
1158576957,3
1158576956,5
1158576954,3
1158576952,1
1158576976,2
1158576968,4
1158577012,2
1158576998,2
1158577020,3
1158577019,3
1158576972,3
1158576963,4
1158576959,1
1158576958,2
1158576911,2
1158577022,2
1158576983,2
1158576982,2
1158576981,1
1158577033,1
1158576887,1
1158576934,1
1158576987,5
1158576986,2
1158576907,2
1158576892,4
1158576967,2
1158577050,3
1158576889,2
1158577006,2
1158577345,3
1158577342,5
1158577354,1
1158577353,2
1158577376,4
1158577348,5
1158577337,2
1158577336,3
1158577352,2
1158577349,5
1158577343,5
1158577339,1
1158577338,1
1158577360,1
1158577359,2
1158577660,1
1158577785,5
1158577697,3
1158577696,2
1158577692,2
1158577700,1
1158577665,3
1158577705,1
1158577674,1
1158577691,1
1158577690,1
1158577689,5
1158577703,2
1158577702,4
1158577701,1
1158577670,3
1158577686,1
1158577668,1
1158577651,1
1158577652,1
1158577649,4
1158577682,5
1158577723,1
1158577773,3
1158577775,1
1158577677,4
1158577676,3
1158577675,2
1158577681,1
1158577680,5
1158577679,1
1158577678,1
1158577896,1
1158577867,2
1158577851,3
1158577972,3
1158577895,5
1158577894,1
1158577943,1
1158577941,3
1158577969,2
1158577885,4
1158577919,1
1158577918,1
1158577861,4
1158577859,1
1158577904,3
1158577902,1
1158577901,2
1158577829,5
1158577906,3
1158577905,4
1158577927,2
1158577900,4
1158577899,2
1158577932,5
1158577931,4
1158577915,2
1158577887,3
1158577882,4
1158577870,2
1158577880,2
1158577884,4
1158577909,1
1158577907,3
1158577945,3
1158577929,3
1158577928,5
1158577917,5
1158577913,1
1158577912,3
1158577910,2
1054302390,4
1054302404,4
1054302403,2
1054302407,5
1054302440,1
1054302523,2
1054302447,2
1054302545,3
1054302397,1
1054302490,2
1054302482,1
1054302524,2
1054302455,3
1054302552,4
1054302471,2
1054302442,3
1054302441,3
1054302437,3
1054302436,2
1054302408,1
1054302400,2
1054302477,1
1054302473,1
1054302515,3
1054302402,5
1054302426,4
1054302548,2
1054302533,2
1054302484,2
1054302428,1
1054302427,2
1054302433,1
1054302432,2
1054302431,4
1054302434,1
1054302521,2
1054302439,5
1054302438,4
1054302392,2
1054302514,5
1054302540,5
1054302522,5
1054302445,4
1054302424,1
1054302423,1
1054302422,4
1054302467,1
1054302466,2
1054302513,2
1054302396,5
1054302450,1
1054302483,2
1054302516,2
1054302414,5
1054302417,4
1054302487,1
1054302420,5
1054302419,5
1054302418,1
1054302525,3
1054302457,1
1054302456,3
1054302412,1
1054302411,2
1054302410,1
1054302409,4
1054302389,1
1054302541,2
1054302527,2
1054302461,3
1054302759,2
1054302758,2
1054302803,2
1054302802,2
1054302785,4
1054302757,2
1054302756,1
1054302747,2
1054302732,1
1054302767,4
1054302838,3
1054302762,5
1054302728,2
1054302821,2
1054302735,1
1054302780,2
1054302840,2
1054302837,2
1054302836,2
1054302773,2
1054302774,2
1054302791,2
1054302783,3
1054302798,2
1054302801,2
1054302823,2
1054302766,5
1054302765,1
1054302810,4
1054302809,2
1054302824,1
1054302743,2
1054302788,1
1054302755,2
1054302761,1
1054303083,2
1054303082,3
1054303158,2
1054303088,2
1054303202,3
1054303201,2
1054303154,2
1054303153,3
1054303257,5
1054303130,2
1054303129,1
1054303116,1
1054303084,1
1054303168,2
1054303165,2
1054303163,2
1054303192,3
1054303191,2
1054303177,5
1054303081,2
1054303080,2
1054303079,4
1054303078,2
1054303077,2
1054303092,2
1054303175,5
1054303171,2
1054303170,2
1054303169,5
1054303144,2
1054303143,1
1054303128,5
1054303093,2
1054303162,2
1054303161,2
1054303160,2
1054303101,2
1054303074,2
1054303072,2
1054303136,2
1054303126,2
1054303125,2
1054303138,2
1054303137,1
1054303266,3
1054303216,2
1054303139,2
1054303106,4
1054303209,2
1054303206,3
1054303205,2
1054303117,2
1054303149,2
1054303147,5
1054303146,5
1054303278,1
1054303096,2
1054303132,2
1054303179,5
1054303178,2
1054303188,2
1054303267,3
1054303224,5
1054303223,2
1054303262,2
1054303256,2
1054303122,2
1054303121,1
1054303210,3
1054303115,5
1054303156,2
1054303151,2
1054303120,1
1054303118,2
1054303213,4
1054303260,3
1054303197,2
1054303220,2
1054303474,2
1054303456,2
1054303451,2
1054303449,1
1054303448,2
1054303839,2
1054303755,5
1054303754,2
1054303739,3
1054303782,5
1054303781,5
1054303780,1
1054303779,4
1054303772,1
1054303771,2
1054303770,5
1054303776,1
1054303775,2
1054303733,1
1054303732,5
1054303811,2
1054303831,2
1054303783,2
1054303757,1
1054303836,3
1054303792,1
1054303791,2
1054303830,2
1054303777,1
1054303753,5
1054303835,1
1054303828,5
1054303827,1
1054303764,1
1054303763,1
1054303762,5
1054303785,5
1054303756,3
1054303798,2
1054303744,1
1054303774,5
1054303749,1
1054303748,2
1054303747,1
1054303766,1
1054303790,1
1054303788,4
1054303787,1
1054303769,1
1054303768,5
1054303751,1
1054303741,2
1054303740,2
1054303801,2
1054303759,5
1054303758,1
1054303737,2
1054303735,2
1054303731,2
1054303832,4
1054303784,3
1054304127,5
1054304122,3
1054304074,1
1054304100,1
1054304090,4
1054304121,2
1054304131,2
1054304099,4
1054304097,1
1054304182,2
1054304105,1
1054304087,4
1054304123,2
1054304120,2
1054304184,3
1054304129,5
1054304096,1
1054304092,2
1054304091,5
1054304084,1
1054304083,5
1054304073,2
1054304115,1
1054304192,5
1054304111,3
1054304109,5
1054304070,2
1054304076,4
1054304137,2
1054304095,5
1054304094,5
1054304179,3
1054304187,3
1054304173,4
1054304104,1
1054304103,1
1054304086,2
1054304177,3
1054304176,5
1054304080,1
1054304079,5
1054304108,2
1054304174,3
1054304114,4
1054304112,2
1054304107,2
1055690117,5
1055690116,4
1055690122,3
1055690129,2
1055690138,3
1055690135,4
1055690118,1
1055690110,4
1055690131,1
1055690130,1
1055690199,2
1055690201,1
1055690152,3
1055690136,2
1055690121,1
1055690132,4
1055690149,2
1055690145,1
1055690144,3
1055690143,3
1055690160,2
1055690159,2
1055690142,3
1055690462,5
1055690475,2
1055690489,4
1055690519,4
1055690518,3
1055690599,1
1055690571,2
1055690570,1
1055690473,2
1055690589,3
1055690573,2
1055690506,2
1055690530,3
1055690580,2
1055690538,3
1055690537,1
1055690574,5
1055690514,2
1055690509,3
1055690508,3
1055690507,4
1055690575,3
1055690522,5
1055690576,2
1055690528,2
1055690511,5
1055690510,4
1055690515,4
1055690476,5
1055690499,5
1055690513,2
1055690481,1
1055690505,4
1055690504,1
1055690583,3
1055690492,2
1055690495,1
1055690494,4
1055690490,2
1055690471,2
1055690470,1
1055690520,3
1055690498,2
1055690493,2
1055690487,1
1055690486,3
1055690485,2
1055690484,3
1055690572,2
1055690501,2
1055690598,1
1055690463,2
1055690534,3
1055690532,2
1055690480,1
1055690478,4
1055690569,4
1055690469,1
1055690468,2
1055690886,2
1055690882,1
1055690880,2
1055690901,3
1055690826,2
1055690884,2
1055690932,1
1055690821,1
1055690911,2
1055690858,2
1055690852,2
1055690983,2
1055690848,3
1055690846,2
1055690975,2
1055690862,2
1055690861,1
1055690842,2
1055690838,1
1055690836,1
1055690977,2
1055690876,2
1055690867,2
1055690864,4
1055690973,1
1055690795,1
1055690871,1
1055690978,2
1055690895,2
1055690805,2
1055690873,2
1055690872,5
1055690834,5
1055690833,2
1055690917,5
1055690814,3
1055690926,2
1055690921,1
1055690982,3
1055690927,1
1055690827,2
1055691000,2
1055690909,2
1055690801,5
1055690818,2
1055690883,2
1055690920,2
1055690815,1
1055690931,2
1055690831,2
1055690878,4
1055690877,2
1055690875,2
1055690811,3
1055690809,1
1055690972,1
1055690825,2
1055690824,1
1055690823,3
1055690816,5
1055690894,5
1055690860,2
1055690859,3
1055690949,2
1055690979,2
1055690904,2
1055690903,5
1055690855,1
1055690854,1
1055690851,1
1055690843,2
1055690902,2
1055690898,5
1055690897,5
1055690800,2
1055691289,2
1055691283,4
1055691264,1
1055691263,4
1055691358,4
1055691352,5
1055691287,3
1055691286,3
1055691285,1
1055691284,4
1055691280,2
1055691303,3
1055691295,4
1055691293,2
1055691292,3
1055691267,4
1055691307,2
1055691281,4
1055691302,1
1055691301,2
1055691351,2
1055691273,1
1055691265,1
1055691313,5
1055691588,1
1055691620,1
1055691606,1
1055691623,3
1055691604,3
1055691609,1
1055691603,4
1055691615,1
1055691611,3
1055691610,1
1055691594,1
1055691597,1
1055691599,1
1055691626,1
1055691608,5
1055691624,5
1055691622,1
1055691595,2
1055691586,3
1055691584,1
1055691628,1
1055691775,1
1055691774,4
1055691773,2
1055691766,3
1055691812,3
1055691784,1
1055691751,1
1055691771,5
1055691770,1
1055691742,2
1055691790,2
1055691760,5
1055691762,1
1055691786,5
1055691745,4
1055691798,5
1055691811,1
1055691782,2
1055691781,2
1055691768,5
1055691799,2
1055691780,1
1055691779,1
1055691778,1
1055691792,1
1055691783,1
1055691748,2
1055691747,2
1055691810,1
1055691776,1
1055691765,5
1049374910,2
1049374988,2
1049374892,1
1049374891,4
1049374879,4
1049374877,2
1049375061,2
1049374944,3
1049374902,1
1049374899,5
1049374909,2
1049374908,4
1049374907,4
1049374906,5
1049374975,1
1049374974,1
1049374962,1
1049374887,4
1049374953,1
1049374855,2
1049374888,4
1049374900,2
1049374898,5
1049374897,1
1049374927,5
1049374925,4
1049374924,2
1049374922,5
1049374921,1
1049374919,2
1049374850,5
1049375129,2
1049375114,2
1049374982,2
1049374981,2
1049374980,1
1049374860,2
1049374859,4
1049375021,5
1049374956,3
1049374853,4
1049374852,5
1049374882,1
1049374946,2
1049374945,4
1049374936,2
1049374915,5
1049374914,5
1049374939,5
1049374938,4
1049374869,4
1049375110,2
1049374865,5
1049374863,2
1049374856,2
1049374868,4
1049374935,3
1049374923,1
1049374911,1
1049374896,3
1049374930,5
1049374929,4
1049374931,2
1049375034,2
1049375405,1
1049375351,1
1049375350,1
1049375385,5
1049375408,2
1049375378,2
1049375325,1
1049375324,1
1049375346,2
1049375362,2
1049375781,4
1049375841,3
1049375865,2
1049375898,5
1049375892,2
1049375828,5
1049375827,1
1049375825,1
1049375889,1
1049375887,2
1049375816,3
1049375815,5
1049375814,2
1049375796,2
1049375846,1
1049375845,4
1049375774,1
1049375772,2
1049375875,1
1049375822,3
1049375795,1
1049375793,1
1049375894,2
1049375964,1
1049375770,1
1049375877,1
1049375848,1
1049375842,4
1049375840,3
1049375833,5
1049375972,3
1049375895,2
1049375969,4
1049375850,5
1049375785,1
1049375856,4
1049375855,2
1049375854,5
1049375967,1
1049375801,1
1049375800,4
1049375835,3
1049375834,2
1049375965,3
1049375792,1
1049375791,1
1049375789,1
1049375788,3
1049375786,4
1049375807,2
1049375970,5
1049375862,5
1049375861,2
1049375860,2
1049375821,2
1049375893,3
1049375886,3
1049375885,2
1049375768,2
1049375918,1
1049375777,3
1049375831,3
1049375813,1
1049375810,2
1049375805,1
1049375858,1
1049375857,3
1049375853,3
1049375874,5
1049375873,1
1049375872,5
1049375779,2
1049375869,5
1049375868,1
1049375838,2
1049375837,1
1049375824,5
1049375817,1
1049375820,3
1049375775,1
1049375806,1
1049375802,5
1049375871,2
1049375867,2
1049376182,2
1049376221,1
1049376220,2
1049376212,1
1049376211,5
1049376210,5
1049376209,2
1049376227,2
1049376189,2
1049376188,5
1049376217,1
1049376216,1
1049376206,3
1049376230,2
1049376176,2
1049376175,4
1049376198,2
1049376197,3
1049376183,1
1049376271,2
1049376225,3
1049376180,5
1049376201,2
1049376269,5
1049376204,4
1049376185,4
1049376243,3
1049376218,2
1049376588,2
1049376557,5
1049376552,3
1049376550,5
1049376512,4
1049376559,5
1049376635,4
1049376525,1
1049376524,4
1049376636,4
1049376543,4
1049376518,2
1049376556,4
1049376511,2
1049376652,4
1049376562,4
1049376561,4
1049376560,4
1049376651,4
1049376546,1
1049376545,4
1049376549,3
1049376538,4
1049376536,3
1049376534,1
1049376548,4
1049376576,1
1049376570,4
1049376569,1
1049376642,4
1049376573,1
1049376571,3
1049376595,2
1049376593,1
1049376533,3
1049376529,1
1049376641,3
1049376566,1
1049376565,5
1049376517,4
1049376515,4
1049376579,3
1049376574,1
1049376513,1
1049376568,5
1053043590,2
1053043581,3
1053043587,2
1053043586,2
1053043534,5
1053043532,2
1053043535,4
1053043563,2
1053043562,2
1053043561,2
1053043552,3
1053043591,1
1053043515,2
1053043508,5
1053043570,2
1053043568,2
1053043730,3
1053043673,2
1053043672,2
1053043524,3
1053043522,2
1053043551,4
1053043674,5
1053043528,3
1053043527,2
1053043526,1
1053043578,5
1053043556,5
1053043555,2
1053043600,2
1053043599,2
1053043573,2
1053043514,5
1053043513,1
1053043706,2
1053043598,2
1053043576,2
1053043671,5
1053043521,5
1053043678,1
1053043560,3
1053043554,2
1053043675,4
1053043531,3
1053043529,2
1053043567,2
1053043566,1
1053043565,1
1053043677,2
1053043547,2
1053043546,2
1053043504,1
1053043502,4
1053043519,4
1053043517,4
1053043543,1
1053043542,3
1053043537,2
1053043536,5
1053043584,2
1053043544,3
1053043558,5
1053043557,2
1053043592,2
1053043601,2
1053044101,2
1053044067,2
1053044066,2
1053044005,2
1053044004,1
1053044059,2
1053044058,2
1053043968,1
1053044048,3
1053044047,1
1053043982,4
1053044032,5
1053044030,2
1053044117,2
1053044054,2
1053044052,2
1053044050,1
1053044096,2
1053044021,2
1053044020,2
1053044018,2
1053043999,1
1053043998,1
1053043984,5
1053043983,3
1053044001,3
1053043987,3
1053044013,2
1053044029,5
1053044027,4
1053044026,4
1053044094,5
1053044015,2
1053044012,2
1053044011,2
1053044017,2
1053043985,2
1053043980,2
1053044024,1
1053044023,2
1053044022,1
1053044046,2
1053044045,2
1053044044,2
1053043997,1
1053043991,4
1053044071,5
1053043989,2
1053043988,2
1053044097,2
1053043966,4
1053044008,2
1053044099,2
1053044063,2
1053043992,2
1053044093,2
1053043970,2
1053044010,2
1053044009,4
1053044657,3
1053044493,2
1053044491,3
1053044490,5
1053044558,2
1053044568,2
1053044626,2
1053044625,4
1053044434,1
1053044533,2
1053044535,2
1053044534,2
1053044506,1
1053044504,4
1053044518,2
1053044517,5
1053044516,2
1053044496,4
1053044495,5
1053044613,2
1053044440,4
1053044449,2
1053044643,5
1053044622,3
1053044532,2
1053044531,2
1053044447,1
1053044445,4
1053044444,1
1053044443,3
1053044528,3
1053044527,1
1053044526,5
1053044441,2
1053044546,5
1053044488,1
1053044487,4
1053044624,2
1053044545,1
1053044544,5
1053044511,1
1053044510,1
1053044509,4
1053044525,2
1053044621,2
1053044524,2
1053044562,2
1053044448,4
1053044464,1
1053044463,2
1053044616,1
1053044471,1
1053044470,3
1053044455,2
1053044502,3
1053044513,1
1053044553,1
1053044469,1
1053044477,3
1053044619,5
1053044620,5
1053044521,1
1053044520,3
1053044519,4
1053044442,2
1053044505,1
1053044458,4
1053044578,2
1053044484,1
1053044623,5
1053044540,2
1053044539,2
1053044538,2
1053044542,3
1053044460,2
1053044573,2
1053044494,2
1053044978,2
1053045052,2
1053045051,2
1053045010,2
1053045008,3
1053045072,1
1053044985,3
1053044984,4
1053045083,2
1053045041,3
1053045002,3
1053045018,2
1053044987,3
1053045089,1
1053045033,2
1053045004,5
1053045039,3
1053044965,4
1053044964,4
1053045035,3
1053045007,1
1053045075,1
1053044989,1
1053044988,1
1053045024,5
1053045023,2
1053044986,3
1053044990,4
1053045088,2
1053045079,1
1053045015,2
1053045014,5
1053045011,2
1053045009,1
1053044982,1
1053044952,2
1053045080,4
1053045016,3
1053045034,2
1053044996,2
1053044995,4
1053045025,1
1053044971,2
1053045032,5
1053044970,2
1053044969,3
1053044968,1
1053045012,1
1053045090,2
1053045042,1
1053045076,1
1053044991,4
1053045037,1
1053045275,4
1053045289,2
1053045265,5
1053045296,1
1053045294,2
1053045328,2
1053045317,5
1053045286,2
1053045323,2
1053045270,3
1053045307,1
1053045306,2
1053045308,4
1053045329,2
1053045338,1
1053045309,3
1053045313,1
1053045315,2
1053045314,1
1053045312,2
1053045311,5
1053045371,3
1053045301,1
1053045262,3
1053045291,1
1053045285,3
1053045382,4
1053045344,3
1053045326,2
1053045325,1
1053045375,1
1053045297,4
1053045303,1
1053045271,3
1179685469,3
1179685467,2
1179685409,1
1179685457,1
1179685454,5
1179685452,1
1179685450,1
1179685448,2
1179685446,2
1179685569,3
1179685566,1
1179685437,5
1179685435,3
1179685432,3
1179685384,4
1179685413,3
1179685411,5
1179685582,2
1179685538,3
1179685536,1
1179685664,2
1179685465,1
1179685463,4
1179685461,3
1179685549,1
1179685474,2
1179685472,3
1179685678,4
1179685441,4
1179685439,4
1179685425,3
1179685682,3
1179685423,2
1179685528,2
1179685519,2
1179685658,2
1179685644,4
1179685430,1
1179685397,4
1179685656,5
1179685532,1
1179685654,4
1179685511,2
1179685509,5
1179685505,5
1179685503,2
1179685501,5
1179685588,3
1179685547,2
1179685482,2
1179685480,2
1179685478,4
1179685494,1
1179685559,5
1179685557,3
1179685551,1
1179685543,3
1179686241,5
1179686498,2
1179686239,2
1179686237,3
1179686235,3
1179686452,2
1179686312,5
1179686423,2
1179686421,1
1179686168,2
1179686342,2
1179686436,1
1179686252,2
1179686244,5
1179686324,1
1179686338,2
1179686225,1
1179686223,2
1179686221,3
1179686454,3
1179686348,5
1179686215,3
1179686254,1
1179686310,3
1179686262,2
1179686260,1
1179686180,1
1179686282,1
1179686278,3
1179686164,2
1179686204,1
